Employee_ID,Age,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Gender_Male,Marital_Status_Married,Marital_Status_Single,Department_HR,Department_IT,Department_Marketing,Department_Sales,Job_Role_Assistant,Job_Role_Executive,Job_Role_Manager,Overtime_Yes,Attrition_Yes
417,50,1,5693,97,19,14,1,3,1,3,52,2,40,11,4,4,2,42,4,False,False,True,False,False,True,False,False,False,True,True,True
418,29,5,12562,21,12,13,7,4,2,4,19,7,34,17,2,1,4,10,1,False,True,False,False,False,False,True,False,False,True,False,False
419,38,2,7340,77,16,4,6,3,4,3,38,4,45,16,1,2,4,48,3,False,False,True,False,False,False,True,False,True,False,True,True
420,51,4,5156,56,25,5,3,4,5,4,98,4,44,18,3,1,4,33,3,True,False,True,True,False,False,False,False,False,False,False,False
421,20,4,19184,56,25,10,1,2,4,2,71,1,39,15,1,3,2,16,4,True,False,True,False,False,True,False,False,True,False,False,False
422,24,5,10966,73,19,5,7,3,5,4,33,3,43,10,4,3,3,36,4,True,True,False,False,False,False,True,True,False,False,True,False
423,23,5,5580,34,3,1,4,3,4,3,56,5,31,1,1,1,4,6,3,False,False,True,False,False,False,True,True,False,False,False,False
424,35,2,10257,87,12,6,5,3,2,3,18,5,45,15,2,3,2,19,2,True,True,False,False,False,False,True,True,False,False,True,True
425,43,2,5159,31,5,13,6,1,4,2,70,2,48,0,1,1,3,31,1,False,False,False,False,False,True,False,True,False,False,True,False
426,35,1,19172,41,2,9,9,3,1,4,30,4,37,16,3,3,1,2,3,False,False,False,False,False,True,False,True,False,False,True,False
427,21,4,16900,61,22,2,0,1,4,2,81,1,44,17,2,1,2,18,1,True,False,True,True,False,False,False,False,False,False,False,False
428,47,4,14440,16,7,7,7,1,5,1,39,9,39,12,3,3,3,42,1,False,True,False,False,False,False,False,False,False,True,False,False
429,51,5,17678,77,13,6,3,4,3,4,13,1,59,4,3,2,2,28,1,True,False,False,False,False,False,True,False,True,False,False,False
430,46,1,17436,76,25,5,8,1,4,2,99,6,34,5,3,2,3,4,1,True,True,False,False,False,False,False,False,True,False,False,False
431,39,4,15021,33,15,4,0,1,4,2,80,7,49,0,1,3,3,1,2,True,True,False,False,False,True,False,True,False,False,False,False
432,43,1,9772,31,22,4,1,2,4,3,36,3,45,9,1,1,2,47,2,True,False,True,False,False,True,False,False,True,False,False,False
433,31,1,4627,83,3,6,5,3,5,4,43,1,50,4,1,3,1,42,2,True,False,False,False,False,True,False,True,False,False,False,False
434,54,5,14664,53,28,4,9,1,4,1,8,7,55,0,1,4,4,16,3,False,False,True,False,False,False,False,False,False,False,True,True
435,52,1,11219,96,21,5,0,3,5,1,57,3,51,10,2,4,3,45,3,False,False,True,False,False,True,False,False,False,False,False,False
436,52,2,12713,85,20,13,3,1,5,4,19,6,41,6,1,1,4,47,3,False,False,False,True,False,False,False,False,False,True,False,False
437,56,2,11488,95,5,6,7,4,3,4,91,6,52,17,2,3,1,2,2,True,False,False,False,False,True,False,False,False,False,False,False
438,31,3,5181,53,24,5,9,2,1,2,49,4,59,19,3,3,4,36,1,True,True,False,False,True,False,False,False,False,False,True,False
439,22,5,14594,50,8,7,4,1,5,3,19,6,42,9,2,2,4,1,2,True,False,False,False,False,False,False,False,False,True,True,True
440,20,3,10164,54,22,9,8,3,2,3,35,4,38,14,4,1,2,39,3,False,True,False,False,True,False,False,False,True,False,True,False
441,52,2,3901,59,1,10,5,4,4,3,26,8,46,3,1,4,2,23,4,True,True,False,False,False,True,False,True,False,False,False,False
442,59,3,12290,18,8,7,0,3,2,4,71,9,49,15,4,4,1,26,3,False,True,False,True,False,False,False,True,False,False,True,False
443,29,5,5881,39,24,7,5,4,4,3,31,2,57,14,2,1,2,11,1,False,False,False,False,False,False,True,False,True,False,True,False
444,48,5,16058,83,18,4,5,2,3,2,0,7,41,14,1,4,3,42,2,True,False,True,False,False,True,False,False,False,True,False,False
445,32,1,8622,44,20,1,5,4,5,4,16,9,54,11,4,1,1,1,4,True,True,False,True,False,False,False,False,True,False,False,False
446,31,4,4378,90,28,14,7,3,1,4,8,9,34,7,1,4,2,11,4,False,False,True,False,False,False,False,False,False,False,False,False
447,50,1,8650,82,16,8,5,3,5,3,83,5,53,7,2,4,2,24,1,True,False,True,False,True,False,False,False,False,True,True,False
448,21,5,15433,43,18,4,4,1,4,1,44,1,41,17,4,1,1,10,2,False,False,False,False,True,False,False,False,False,True,False,False
449,54,2,12456,87,20,1,1,4,1,1,95,6,30,5,2,1,3,14,4,True,False,True,False,True,False,False,False,False,True,False,False
450,42,2,10036,82,12,5,3,3,5,2,65,8,49,4,4,4,1,14,3,True,False,True,False,False,False,False,True,False,False,False,False
451,36,1,9487,65,13,14,9,1,1,3,31,1,57,1,3,4,2,7,1,False,False,False,True,False,False,False,False,True,False,False,False
452,45,5,7248,38,13,14,4,2,4,3,44,2,45,11,3,2,2,23,4,True,True,False,False,False,False,False,False,False,True,False,True
453,27,2,7603,28,10,8,9,3,3,4,8,1,59,3,3,3,1,43,1,False,False,True,False,True,False,False,False,False,True,False,False
454,48,5,15632,83,7,4,3,1,3,4,29,5,41,12,3,1,3,22,2,True,False,False,False,False,True,False,False,False,True,True,False
455,45,2,3220,32,25,13,1,3,5,3,83,2,38,16,3,1,3,36,2,False,False,True,False,False,False,True,False,True,False,False,False
456,29,5,17226,56,14,12,6,4,2,4,37,4,42,15,2,3,4,27,2,False,False,True,False,False,False,False,True,False,False,True,True
457,45,3,7818,71,24,8,9,1,4,3,59,1,46,8,3,2,3,2,3,True,True,False,False,False,False,False,False,False,False,True,False
458,53,5,10349,97,16,8,9,4,5,2,0,7,46,0,2,4,1,39,4,False,False,True,True,False,False,False,True,False,False,False,False
459,26,5,8618,26,15,3,1,2,5,4,4,8,33,14,3,4,3,46,2,True,False,False,True,False,False,False,False,False,True,True,False
460,23,1,12856,96,12,9,0,4,3,3,62,5,43,11,1,2,3,19,3,True,False,True,False,False,False,False,True,False,False,True,False
461,30,3,7576,31,9,3,4,1,1,4,98,2,48,4,3,2,4,7,2,True,True,False,False,True,False,False,True,False,False,True,False
462,48,4,18207,44,8,1,0,3,4,2,35,8,36,17,1,3,3,12,2,False,True,False,False,False,False,True,False,False,False,False,False
463,55,1,4462,89,18,2,0,1,1,4,64,1,56,19,2,3,4,3,4,False,False,False,True,False,False,False,False,True,False,True,False
464,44,4,18905,37,23,6,0,4,4,3,77,7,32,1,3,4,4,47,3,True,True,False,False,True,False,False,False,True,False,True,False
465,40,2,19252,95,18,12,5,4,2,4,72,1,30,3,4,2,3,5,2,True,False,True,False,False,True,False,True,False,False,True,False
466,55,4,11236,15,13,10,8,3,3,4,93,6,41,14,2,2,2,8,3,False,True,False,True,False,False,False,True,False,False,True,False
467,29,5,10813,93,28,2,9,2,2,3,23,6,44,5,3,4,1,14,3,True,False,False,False,True,False,False,False,True,False,False,True
468,56,4,5068,46,27,6,0,1,5,1,3,5,40,11,2,4,1,36,2,True,True,False,False,True,False,False,False,True,False,False,True
469,28,1,8753,23,18,14,4,3,3,4,77,2,39,17,4,4,3,7,2,False,True,False,False,False,False,True,False,False,False,True,False
470,43,1,10237,29,15,1,8,3,5,4,88,2,31,19,3,4,1,7,1,True,True,False,False,False,False,True,False,False,True,False,False
471,54,4,17175,42,4,11,8,3,2,2,67,9,55,3,4,4,1,46,4,False,False,False,False,False,True,False,True,False,False,False,False
472,54,1,9191,38,17,13,0,1,4,1,24,5,58,0,3,3,4,32,2,True,True,False,False,True,False,False,False,True,False,True,False
473,55,1,17622,74,5,1,7,1,5,2,73,5,33,14,1,4,2,8,1,False,True,False,False,True,False,False,True,False,False,False,False
474,37,4,4001,49,22,5,0,1,1,3,98,7,46,17,2,2,1,12,4,True,False,True,False,False,False,True,True,False,False,False,False
475,58,3,17877,41,16,10,7,2,4,3,6,6,46,13,4,1,2,10,2,True,False,False,True,False,False,False,False,True,False,True,False
476,51,3,13232,97,9,13,0,3,4,2,12,2,57,2,2,3,1,14,3,False,True,False,True,False,False,False,False,False,False,True,False
477,43,2,7476,90,10,11,4,4,2,4,67,1,59,14,4,2,2,9,4,True,False,False,False,False,False,False,True,False,False,False,False
478,42,1,19862,34,24,9,7,4,2,1,42,5,37,4,2,1,2,38,3,False,True,False,False,False,False,True,False,False,False,False,False
479,51,4,3515,79,18,14,5,3,3,2,56,4,52,2,2,3,1,30,1,True,True,False,False,False,False,False,False,True,False,False,False
480,56,1,15478,99,17,8,8,4,3,2,35,3,43,6,2,4,4,5,2,False,True,False,False,False,False,True,False,False,True,False,True
481,31,5,4191,63,18,3,0,2,1,3,13,2,53,5,1,3,2,1,1,False,False,True,False,False,True,False,False,False,True,True,False
482,32,1,13860,15,7,3,8,2,4,4,81,2,58,0,3,4,2,1,2,False,False,True,False,True,False,False,True,False,False,True,True
483,42,1,16448,24,4,1,0,1,1,1,71,4,33,18,1,4,1,20,2,False,False,True,False,False,True,False,False,True,False,True,False
484,44,3,9297,61,26,14,9,1,1,2,95,2,35,6,2,4,2,49,3,True,False,False,False,False,False,True,False,False,False,True,False
485,54,4,19655,73,5,3,9,1,2,1,26,4,58,3,4,1,2,11,1,True,False,False,False,True,False,False,True,False,False,True,True
486,49,1,11334,76,28,14,2,1,1,1,36,3,48,11,2,3,4,26,3,False,False,True,True,False,False,False,False,True,False,False,False
487,36,3,9008,32,23,12,0,1,1,2,86,9,56,19,3,4,2,44,3,False,False,False,True,False,False,False,False,True,False,False,False
488,39,2,10987,60,16,12,2,4,5,1,70,7,58,17,1,2,4,3,3,False,True,False,False,False,False,False,False,False,False,True,False
489,44,3,6332,46,3,12,1,4,3,3,75,3,53,8,3,3,2,6,1,True,True,False,False,False,False,True,True,False,False,True,True
490,41,3,3787,41,26,13,1,1,3,4,24,8,33,18,4,2,2,43,2,True,True,False,False,False,False,True,False,True,False,True,False
491,32,3,9222,32,18,11,8,2,4,4,66,9,32,3,3,1,4,45,2,True,False,True,True,False,False,False,False,True,False,False,False
492,38,1,12873,53,29,1,7,4,3,4,89,7,49,0,1,1,4,11,1,True,False,False,False,False,True,False,False,True,False,False,False
493,55,1,6676,63,23,8,0,2,4,3,3,6,35,8,4,3,3,8,2,False,False,True,False,True,False,False,False,False,False,False,True
494,31,2,5572,96,21,1,3,2,5,3,99,4,56,14,3,1,2,29,1,False,False,False,False,False,True,False,True,False,False,True,False
495,38,5,9915,58,14,5,0,3,3,3,78,5,52,7,1,1,4,10,1,False,True,False,False,False,True,False,True,False,False,True,False
496,31,5,8033,86,15,9,0,3,5,4,95,8,36,14,1,3,2,34,2,True,False,True,True,False,False,False,True,False,False,True,False
497,28,5,10788,68,17,7,3,1,3,1,92,3,43,14,2,2,2,24,4,True,False,False,True,False,False,False,True,False,False,True,False
498,26,2,18689,48,1,4,1,2,3,3,73,2,41,17,3,4,2,46,3,True,False,False,True,False,False,False,False,False,True,True,False
499,47,5,14452,85,25,11,2,4,5,2,84,3,45,6,4,3,1,48,1,False,True,False,False,False,False,False,False,False,True,False,False
500,33,5,7712,50,21,9,8,3,1,3,15,7,49,17,2,3,3,17,1,False,False,True,False,False,True,False,True,False,False,True,False
501,50,3,3066,32,17,9,1,3,1,2,18,8,37,15,3,4,1,32,4,True,False,True,False,False,False,True,False,False,False,False,True
502,38,1,18855,52,23,2,3,2,1,4,28,1,52,1,3,2,3,11,1,False,False,True,False,True,False,False,False,False,True,False,True
503,35,1,15478,73,25,10,0,3,1,2,50,7,31,3,4,4,2,34,1,True,True,False,False,False,False,False,False,True,False,False,False
504,24,3,10533,23,11,10,1,3,3,3,17,9,42,19,2,4,2,24,2,True,False,True,False,False,False,True,False,False,True,False,True
505,54,3,18103,87,17,11,4,4,2,3,57,3,37,15,2,2,4,5,2,False,True,False,False,False,True,False,False,True,False,False,False
506,31,3,7616,86,26,12,9,2,5,1,43,3,54,2,4,2,3,29,4,True,True,False,True,False,False,False,True,False,False,True,True
507,44,1,16277,65,14,6,0,3,2,4,15,8,50,1,2,4,3,48,1,False,True,False,False,False,True,False,False,False,True,True,False
508,40,5,8730,49,29,4,6,2,2,2,64,4,49,2,1,4,1,48,3,True,False,False,False,True,False,False,False,False,False,True,False
509,55,3,13724,96,20,8,3,3,4,4,1,8,45,4,4,3,3,34,2,False,False,True,False,False,False,False,False,False,True,False,False
510,42,2,14772,19,19,12,5,4,1,3,55,5,33,1,3,2,2,16,3,False,False,True,False,False,False,False,False,False,True,False,False
511,35,3,19268,28,21,11,7,2,3,1,78,3,58,18,4,1,4,25,3,False,True,False,False,True,False,False,False,False,True,False,False
512,58,4,15940,44,7,7,5,3,1,3,27,4,45,19,1,2,1,37,4,True,True,False,False,False,False,True,True,False,False,False,False
513,58,3,19932,18,24,7,1,4,1,3,64,4,49,1,4,4,4,8,4,True,False,True,False,False,False,True,False,False,False,False,False
514,33,1,17643,53,13,11,0,3,2,3,4,8,35,1,3,4,3,29,1,False,True,False,False,False,False,False,False,False,True,False,False
515,50,3,3198,98,18,10,7,2,4,2,21,6,56,19,3,4,3,46,4,False,False,True,False,False,False,False,False,False,False,True,True
516,24,4,19955,78,23,9,7,3,1,3,99,7,33,17,4,4,1,25,2,True,False,False,True,False,False,False,True,False,False,False,False
517,54,2,12830,39,14,13,8,2,5,4,12,9,45,19,4,1,3,42,1,True,True,False,False,False,False,True,False,True,False,False,True
518,42,5,16798,42,1,5,5,2,5,4,64,6,52,13,1,2,4,23,1,True,False,True,False,True,False,False,False,False,True,True,True
519,48,3,14469,90,7,6,0,3,1,1,15,3,52,14,1,1,2,34,3,False,True,False,False,False,False,True,False,False,False,False,False
520,30,4,3178,80,8,1,8,4,2,4,85,3,50,11,3,1,1,3,3,True,False,True,True,False,False,False,False,False,False,True,False
521,37,4,3798,92,18,6,2,1,2,3,63,3,42,10,2,4,3,30,3,True,False,True,False,False,False,False,True,False,False,True,False
522,31,2,10601,36,9,2,5,4,3,3,31,2,34,10,2,1,4,34,1,False,True,False,False,False,False,False,False,False,True,True,False
523,28,1,5795,45,1,6,9,4,4,4,79,1,44,6,2,4,2,32,4,True,False,False,True,False,False,False,False,True,False,False,False
524,29,3,15496,37,29,9,9,3,2,1,50,1,55,11,2,4,3,29,4,True,False,True,False,True,False,False,False,False,False,True,False
525,36,4,7588,62,22,8,8,4,3,1,78,4,37,15,3,4,1,9,4,True,False,True,False,False,False,False,False,False,True,True,False
526,57,2,10297,34,17,9,2,4,5,4,57,3,36,4,2,1,3,2,1,False,False,True,False,False,True,False,False,True,False,False,False
527,26,5,6084,52,19,13,4,1,5,2,45,5,43,1,2,4,3,39,1,False,False,False,False,False,False,False,False,False,False,True,False
528,32,4,14110,69,27,10,4,4,5,2,51,9,36,15,4,1,3,7,1,False,False,False,False,False,True,False,False,False,False,False,False
529,59,2,3731,82,6,8,9,1,1,2,62,8,51,14,2,2,2,46,1,False,True,False,True,False,False,False,False,True,False,False,False
530,28,1,4129,93,3,3,6,3,4,2,75,9,36,10,4,4,2,5,1,False,False,False,True,False,False,False,False,True,False,True,False
531,46,1,4605,15,24,8,3,1,3,4,59,5,52,5,3,3,3,8,4,False,True,False,False,False,False,False,True,False,False,False,False
532,21,4,14970,21,5,6,3,2,4,1,64,8,55,12,4,3,3,32,1,False,True,False,False,False,False,True,False,False,True,False,False
533,24,4,13937,71,2,13,6,2,1,3,80,4,59,18,1,3,1,18,4,True,False,False,False,False,True,False,False,False,True,True,True
534,48,3,14362,26,20,6,8,1,3,3,54,5,47,9,4,3,3,38,1,True,True,False,False,True,False,False,True,False,False,True,False
535,56,2,5933,19,25,6,3,2,3,4,56,3,59,18,2,3,4,46,4,False,False,False,False,False,False,False,False,False,False,True,False
536,57,4,18187,64,4,3,3,3,2,3,91,5,39,4,4,1,4,18,2,True,True,False,False,True,False,False,False,True,False,True,False
537,38,3,8074,56,10,10,5,2,4,2,70,3,47,6,4,2,1,49,2,True,False,False,False,False,False,False,False,True,False,False,False
538,27,3,17037,26,10,1,5,1,4,1,72,5,43,10,3,1,2,41,4,False,False,False,False,False,False,True,False,True,False,True,False
539,20,4,10099,32,24,12,6,3,2,4,85,5,39,13,3,4,3,45,2,True,True,False,False,False,False,True,False,False,False,True,False
540,41,1,3893,80,21,14,0,2,5,1,25,6,36,15,2,2,1,16,2,True,False,True,False,False,False,True,False,True,False,True,False
541,36,2,4390,88,11,4,2,3,1,4,11,9,59,17,1,2,2,21,4,True,True,False,False,False,False,True,False,True,False,False,False
542,26,2,7239,93,27,10,8,1,4,4,70,1,55,3,1,2,1,10,1,True,False,False,True,False,False,False,True,False,False,False,True
543,44,1,6432,31,16,12,5,2,2,4,45,6,36,0,4,2,2,42,1,True,False,True,True,False,False,False,False,False,False,False,True
544,23,4,5371,82,26,6,5,3,3,4,46,1,36,14,1,3,3,4,4,False,True,False,False,False,True,False,False,False,True,False,False
545,55,2,4515,85,29,11,4,3,2,1,78,6,34,13,3,4,1,44,3,False,True,False,False,True,False,False,True,False,False,False,False
546,25,4,18906,76,29,12,2,2,5,3,37,2,30,18,2,2,3,8,3,False,True,False,False,False,False,False,True,False,False,True,False
547,50,4,9326,55,17,10,4,3,1,4,20,8,43,4,2,2,1,47,2,True,False,True,False,False,False,False,False,False,True,False,True
548,38,3,17605,48,16,2,0,3,5,2,13,3,47,3,3,3,2,19,3,False,False,False,True,False,False,False,True,False,False,False,False
549,58,1,8586,84,7,7,2,1,3,4,1,6,42,12,2,1,1,47,2,True,True,False,False,False,False,False,False,False,False,False,False
550,46,4,5917,59,16,7,3,1,3,1,71,6,54,17,4,1,4,40,1,True,True,False,True,False,False,False,False,True,False,True,False
551,29,5,18901,72,3,11,4,1,3,4,69,4,37,11,2,1,4,40,4,True,True,False,False,False,True,False,False,False,False,True,False
552,45,1,6793,65,26,4,9,1,3,2,32,5,37,14,1,4,1,9,1,True,True,False,False,True,False,False,False,False,True,False,False
553,38,2,12947,48,16,4,8,1,2,1,5,2,39,8,2,1,4,30,4,False,True,False,False,False,True,False,False,False,True,True,False
554,58,3,18859,58,8,1,3,1,3,4,89,8,46,3,2,2,3,17,3,False,False,False,False,False,False,True,True,False,False,False,False
555,22,2,4577,29,12,13,2,2,3,2,36,7,35,4,3,3,4,40,1,True,False,False,False,False,False,True,False,False,False,True,False
556,32,2,12488,92,3,2,9,1,2,1,13,6,44,8,3,3,4,44,1,False,True,False,False,False,False,True,False,False,False,True,False
557,47,1,12164,84,17,9,0,3,3,4,36,7,44,12,1,1,3,15,2,True,False,True,False,False,True,False,False,False,True,False,False
558,39,2,4030,64,21,10,9,2,5,2,7,1,54,9,3,3,3,4,4,False,False,False,False,False,False,False,False,False,False,True,False
559,47,4,18881,46,18,8,5,3,5,1,76,5,45,15,1,2,2,6,3,False,False,True,False,True,False,False,False,False,True,False,True
560,27,2,13785,81,11,8,6,1,4,4,12,7,37,12,4,1,3,16,1,True,False,False,False,False,False,True,False,False,False,False,False
561,58,3,9691,17,4,9,9,1,5,1,39,1,48,3,1,2,1,26,4,False,True,False,False,False,False,True,False,False,False,False,False
562,20,3,9358,88,16,7,7,3,1,2,91,2,49,12,2,4,4,37,3,True,False,False,False,False,False,True,False,False,False,True,False
563,22,5,4462,65,17,13,0,3,1,4,57,9,44,7,1,2,2,23,1,False,True,False,False,True,False,False,False,False,True,True,True
564,32,3,18511,81,9,9,3,3,1,4,17,3,32,12,4,2,3,13,4,True,False,False,False,False,False,True,True,False,False,False,False
565,47,2,13570,90,6,10,4,4,2,4,56,6,35,14,2,2,4,47,2,True,True,False,False,True,False,False,False,False,False,False,True
566,44,3,18897,62,24,12,1,4,5,2,82,7,59,19,1,2,1,17,1,False,True,False,False,False,False,True,False,False,True,True,False
567,52,1,14646,31,27,2,0,4,1,3,37,9,54,19,3,4,1,27,4,False,True,False,False,False,True,False,False,False,True,False,False
568,57,3,18474,21,20,6,7,4,4,4,31,5,37,12,3,1,2,22,3,True,True,False,False,False,True,False,False,False,False,True,False
569,25,4,10037,27,25,3,5,2,2,2,85,4,45,4,3,2,1,37,3,False,False,True,False,True,False,False,False,False,False,True,False
570,51,1,12499,80,2,11,4,1,4,1,65,2,44,5,1,1,4,19,2,False,True,False,False,False,True,False,True,False,False,True,False
571,40,5,16386,18,9,6,8,3,5,1,76,3,42,4,1,3,3,39,1,True,False,True,False,True,False,False,False,False,True,False,False
572,35,4,9221,24,28,3,1,1,3,2,86,5,55,12,4,2,1,35,2,True,False,True,False,False,True,False,False,False,True,False,False
573,40,2,10769,31,21,8,9,3,4,3,24,2,49,4,2,2,3,13,4,False,True,False,False,False,True,False,False,True,False,True,True
574,30,2,17356,66,29,11,7,1,3,2,91,4,44,12,2,3,4,14,3,True,False,True,False,True,False,False,False,False,True,False,False
575,56,2,10389,20,6,13,9,2,2,1,57,1,47,19,2,1,4,48,2,True,False,False,False,False,False,False,True,False,False,False,False
576,55,4,7922,97,3,4,8,4,4,1,74,4,42,7,2,4,3,31,1,True,True,False,False,False,True,False,False,True,False,True,False
577,54,4,16639,83,20,12,0,1,4,4,32,7,53,8,1,2,4,45,4,False,False,True,False,False,False,True,False,True,False,True,False
578,38,4,13003,88,6,10,6,3,2,3,87,3,37,18,1,3,2,2,1,False,True,False,False,False,False,False,False,True,False,False,False
579,39,1,8178,23,7,6,7,1,2,2,65,8,43,19,4,3,1,46,2,True,True,False,False,True,False,False,False,False,False,True,False
580,37,1,18240,91,1,9,2,2,1,1,29,6,57,14,2,2,2,39,3,False,True,False,False,False,False,False,False,False,False,False,False
581,33,2,6968,97,23,2,3,2,5,1,80,6,40,9,1,1,2,37,3,True,False,True,True,False,False,False,False,False,True,True,False
582,34,3,5716,35,1,2,2,1,4,1,33,1,35,10,1,1,2,14,2,False,False,False,True,False,False,False,False,True,False,True,False
583,50,2,19574,38,5,7,6,4,4,2,85,5,59,4,1,2,3,9,1,True,False,False,False,False,True,False,True,False,False,False,True
584,20,5,16511,18,6,2,8,3,2,2,68,3,53,8,1,3,3,10,1,True,False,True,False,False,True,False,False,False,False,False,False
585,22,1,11181,38,13,2,2,2,2,3,47,1,54,10,2,2,4,7,1,False,True,False,False,False,False,True,True,False,False,False,False
586,35,4,15995,73,2,4,5,2,5,4,39,8,58,18,2,4,3,28,1,True,False,True,False,False,False,False,True,False,False,False,False
587,42,1,14298,17,15,9,7,1,2,4,50,7,30,1,1,4,4,46,3,False,False,True,True,False,False,False,False,False,False,False,False
588,30,4,19762,82,15,8,5,2,3,4,79,7,54,5,3,1,3,25,1,False,False,True,False,False,True,False,False,False,False,True,False
589,31,5,9380,54,13,2,1,2,3,1,12,4,31,0,4,4,4,46,2,True,True,False,False,False,False,False,False,False,False,True,False
590,29,5,3615,62,26,8,6,3,3,4,89,6,59,2,2,3,1,28,2,True,False,True,False,False,True,False,False,False,False,False,False
591,51,1,3463,68,25,4,1,4,3,1,30,9,42,2,2,4,4,2,2,False,True,False,False,False,True,False,False,True,False,True,True
592,35,4,12158,49,14,2,1,3,5,3,38,3,30,13,3,2,1,17,2,True,False,True,True,False,False,False,False,True,False,False,False
593,27,5,6158,70,26,11,1,4,4,1,62,9,53,19,2,3,4,4,1,True,False,False,True,False,False,False,False,True,False,True,False
594,57,2,16434,54,22,10,0,3,3,3,47,4,53,4,3,1,3,13,3,True,False,True,False,False,True,False,False,True,False,True,False
595,31,2,7938,91,7,7,0,1,2,3,86,5,56,16,3,1,3,18,4,True,False,True,False,True,False,False,False,False,True,False,False
596,43,4,8417,82,14,6,6,2,3,4,47,7,33,14,1,4,1,3,1,True,False,False,False,False,True,False,False,True,False,False,True
597,47,1,11881,60,26,14,4,4,5,4,60,6,53,5,2,1,2,37,4,False,True,False,False,False,True,False,False,False,False,False,False
598,27,5,8603,92,24,10,2,1,2,1,11,8,52,13,4,2,2,33,3,False,True,False,False,False,False,True,True,False,False,True,False
599,47,1,5212,27,27,5,0,2,3,2,77,8,58,13,3,3,4,41,1,True,False,True,False,False,False,True,False,True,False,False,True
600,55,2,19766,41,29,11,9,2,4,4,55,8,31,16,4,2,3,24,4,True,False,False,False,False,False,True,False,False,True,False,False
601,45,5,14695,20,10,1,5,2,2,4,17,3,50,7,1,2,2,8,3,True,True,False,False,True,False,False,False,False,False,False,False
602,27,1,12775,31,17,2,0,3,2,2,26,6,59,7,2,2,3,35,4,False,False,True,False,True,False,False,True,False,False,False,False
603,47,3,17559,50,14,8,8,1,4,2,27,7,55,18,1,2,3,2,2,True,False,False,False,False,True,False,True,False,False,False,False
604,47,4,9146,95,8,1,1,1,2,4,81,9,49,8,1,3,3,33,2,False,True,False,False,False,False,True,False,True,False,False,False
605,56,4,3371,16,4,3,0,2,3,2,79,4,45,10,4,3,4,12,3,False,True,False,False,True,False,False,True,False,False,True,True
606,55,3,8565,91,26,2,6,4,2,1,51,5,32,12,4,2,1,22,3,False,False,False,True,False,False,False,False,True,False,True,True
607,46,2,11802,66,16,5,5,1,3,3,15,8,46,12,3,2,4,13,4,True,False,False,False,False,True,False,False,True,False,True,False
608,36,5,11307,80,24,4,5,3,4,3,76,1,34,18,2,1,2,10,3,False,False,False,False,False,False,False,False,False,False,True,False
609,28,4,10437,66,13,13,4,4,1,4,57,6,55,18,1,1,1,17,2,True,False,False,False,False,True,False,False,False,False,False,True
610,52,3,3446,57,22,7,3,4,4,4,92,4,37,4,3,3,2,43,2,False,False,True,False,False,False,False,False,False,True,False,False
611,39,3,4391,36,27,5,3,4,3,1,8,5,41,15,3,1,1,5,1,True,False,False,False,False,False,True,False,False,False,True,False
612,32,2,14516,69,25,8,2,4,5,2,25,5,54,8,1,3,1,9,4,False,True,False,False,False,False,False,False,False,False,True,True
613,47,2,18454,81,27,4,9,1,4,4,27,2,52,19,1,3,4,13,3,True,True,False,False,False,False,True,False,True,False,True,True
614,48,1,14891,74,20,12,7,2,5,3,76,8,41,2,3,4,3,23,3,False,False,True,True,False,False,False,False,False,False,False,False
615,32,4,17998,72,18,6,6,4,5,1,35,2,56,18,1,3,3,30,3,True,True,False,False,False,False,False,False,True,False,False,False
616,54,1,8969,26,14,4,8,3,3,1,8,4,30,4,1,1,1,43,4,True,True,False,False,False,True,False,False,True,False,False,True
617,25,3,12265,83,18,2,0,3,3,2,46,5,30,7,4,4,4,4,2,True,False,False,False,False,False,True,False,False,False,True,False
618,37,5,18861,98,5,1,6,2,1,4,77,1,44,13,2,1,2,21,3,True,True,False,False,False,True,False,False,False,True,True,True
619,24,5,8454,53,26,14,9,1,2,4,50,6,46,2,3,3,2,43,3,False,False,True,False,True,False,False,False,False,True,True,False
620,44,2,6150,27,9,14,3,2,4,1,75,2,31,12,1,3,3,9,2,False,False,False,False,False,False,True,True,False,False,True,False
621,21,5,18386,55,28,1,6,4,3,3,56,5,46,10,3,2,3,7,3,True,False,False,False,False,False,False,True,False,False,True,False
622,29,5,9414,71,3,8,0,1,4,4,31,6,49,7,2,3,2,16,1,False,False,True,False,False,False,True,False,False,False,False,False
623,49,5,7657,67,8,14,4,1,5,3,66,8,55,18,3,4,2,23,2,True,False,False,False,False,True,False,False,False,True,False,False
624,24,3,13486,26,20,4,2,4,2,1,56,9,38,9,3,3,4,23,2,True,False,False,True,False,False,False,False,True,False,False,True
625,52,5,17894,27,22,5,4,3,1,4,53,6,41,17,3,2,2,31,2,False,False,True,False,False,False,True,True,False,False,False,True
626,20,5,8480,88,10,11,3,4,4,3,15,5,33,17,4,3,4,5,1,True,False,False,False,False,False,False,False,True,False,False,False
